Image,True_Label,Pred_Label
C:\Users\poplo\Desktop\DM\src\images\image_04216.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04151.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01364.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02947.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00580.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02356.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03033.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01117.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05047.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02049.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03965.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01560.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00664.jpg,2,3
C:\Users\poplo\Desktop\DM\src\images\image_05997.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00546.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00624.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02831.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01104.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05771.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03886.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07215.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02108.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02953.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04306.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06082.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03593.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06960.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03332.jpg,4,3
C:\Users\poplo\Desktop\DM\src\images\image_07335.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01089.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00723.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04603.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03175.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06573.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02661.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01563.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00120.jpg,3,1
C:\Users\poplo\Desktop\DM\src\images\image_03615.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00955.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_07289.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07240.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07317.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05010.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04997.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02748.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01910.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07326.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01648.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00213.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01234.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00089.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04650.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03791.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02072.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06637.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04881.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03639.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07095.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05214.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03994.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02812.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04531.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01326.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03527.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06590.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_02277.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07129.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06300.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05180.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01394.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03129.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05149.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06488.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05093.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07362.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05555.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00087.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03173.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02506.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01583.jpg,1,3
C:\Users\poplo\Desktop\DM\src\images\image_04811.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05632.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00943.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00690.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04021.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04392.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07467.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04598.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05282.jpg,4,1
C:\Users\poplo\Desktop\DM\src\images\image_06464.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07229.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00112.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07274.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05338.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05530.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04205.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03513.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02860.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03792.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05775.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04641.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02248.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05995.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03958.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00313.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00268.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05057.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00526.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05424.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00687.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03645.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05580.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02350.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04753.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02488.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02765.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05746.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01061.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01192.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04486.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06326.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03710.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00688.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00327.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05998.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06305.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02223.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06822.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00355.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02955.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06718.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00552.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00530.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06755.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01131.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07150.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02273.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02236.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02723.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04948.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02599.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06800.jpg,3,1
C:\Users\poplo\Desktop\DM\src\images\image_02116.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01796.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00737.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04775.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00951.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05743.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00719.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04266.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03591.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01776.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06006.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00892.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04128.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00435.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01919.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03824.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04882.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02994.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01312.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00570.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01304.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04974.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05216.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04762.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00685.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00978.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04310.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01060.jpg,2,3
C:\Users\poplo\Desktop\DM\src\images\image_00281.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05615.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06140.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00815.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06763.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06974.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_02879.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07487.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05635.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05237.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05278.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02442.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04140.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06729.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01747.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05844.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05321.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04848.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01038.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00172.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07469.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03466.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_07116.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03204.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03521.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05713.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05406.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03733.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02104.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02583.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02656.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02416.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04924.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03153.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04485.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07567.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00014.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02430.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03084.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04041.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05918.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05818.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04912.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06557.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00709.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06149.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01940.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07107.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01047.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03567.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07368.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00413.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01996.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06915.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03986.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00130.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06621.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02486.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03620.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05270.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02112.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01943.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02164.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02899.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06316.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03402.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06031.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02017.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05785.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01271.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07476.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00427.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06428.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03018.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05749.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02503.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03174.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04736.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06000.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01876.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06147.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_05061.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03814.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03504.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03554.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04576.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01536.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01112.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01023.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05526.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03992.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04082.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_07412.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04206.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07340.jpg,1,3
C:\Users\poplo\Desktop\DM\src\images\image_06565.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04202.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06080.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03820.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03184.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02972.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06578.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03353.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04022.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07226.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07139.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06489.jpg,1,4
C:\Users\poplo\Desktop\DM\src\images\image_05860.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02044.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06019.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07055.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06844.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05890.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06453.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05442.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07223.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05201.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03196.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00532.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04890.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00202.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01134.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05962.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05809.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01053.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06677.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04870.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00099.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01913.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00029.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06889.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05068.jpg,2,3
C:\Users\poplo\Desktop\DM\src\images\image_00175.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06877.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03900.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04288.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03925.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01007.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03547.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01049.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01215.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05560.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02703.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01050.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05556.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06978.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05008.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07489.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01554.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04973.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03149.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05323.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04442.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02501.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01015.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02158.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00638.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03985.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01026.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04555.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01224.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02293.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01718.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03685.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05110.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07275.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01393.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04153.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07485.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06843.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04394.jpg,3,2
C:\Users\poplo\Desktop\DM\src\images\image_02275.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01056.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05003.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05742.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04243.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01878.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02696.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07341.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07393.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04042.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03392.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02935.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04468.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06033.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07035.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04857.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01915.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02081.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01473.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02960.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05123.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03301.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01676.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05009.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05014.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02402.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03778.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07000.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01282.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04479.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02858.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03987.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07199.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02773.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04123.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07103.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05371.jpg,0,2
C:\Users\poplo\Desktop\DM\src\images\image_04932.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01526.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05252.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05751.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07075.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07200.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04722.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00041.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02435.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03195.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02895.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02086.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06579.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_07486.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04855.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02629.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07140.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01537.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00549.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00535.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01431.jpg,0,0
